building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 14.012330428527177, 6.367430697144924, 30.941014791508444, 55.542295034537624
10009, 11.00012495011416, 5.811146231678393, 16.6712734948236, 74.9723590310584
10014, 14.74415972756006, 7.037739120642212, 38.26367541377415, 52.80837116508215
10019, 14.735513735416182, 7.030331120415747, 38.14915412864569, 52.92926826787113
10029, 10.616027631915902, 6.317339192190511, 18.25563221896085, 74.51301795448481
10031, 12.507058435679898, 6.278434837933775, 24.044722033998173, 66.39513301711693
10051, 13.289032421021728, 5.999085491685378, 25.97693550756574, 62.859923608050536
10053, 11.366483725785583, 6.261220688340161, 19.9510754583921, 72.41052538787024
10056, 14.220107536444463, 6.179461451915116, 31.763454814173965, 57.06174975667784
10064, 12.71695788609377, 6.964227740265228, 28.79137124461432, 62.75688345539249
10075, 15.156926408120114, 6.4405187006126265, 39.12088154756647, 47.45605511880576
10079, 15.094345885013327, 7.3139134631761715, 41.90001451870493, 49.44974108309539
10080, 15.77773335780458, 7.280588144274725, 46.365765006711015, 44.711034476002
10082, 16.465711215338732, 6.713349124002093, 48.64349722630506, 40.56137689061685
10083, 15.639243025712506, 7.12080831705629, 44.855518923515284, 45.886354482120744
10084, 15.100580048851134, 7.150542897684297, 40.90648998644782, 50.266526125583496
10085, 15.868857559196025, 7.192793489469626, 46.18303917834116, 44.72566696293788
10086, 14.391518996180157, 7.215617921973034, 37.25664572257129, 53.01884968583857
10087, 15.07319645763045, 7.275524247321292, 41.532405798190645, 49.89713190601896
10089, 13.989754275444119, 7.2762822622001, 35.45861191757374, 56.3640146392669
